文件名,事件名称,场景,时间,天气,秃秃情绪,人类情绪,标签,描述,原始Prompt
家中-草绳跳绳.mp4,草绳跳绳,秃秃自己家,不限,不限,开心,,跳绳 运动 锻炼,秃秃用草绳跳绳越跳越快,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。图片2-5：秃秃蘑菇小屋的场景参考图（卧室、客厅+卧室、玄关、游戏室），场景风格、家具、配色请参考这些图片。

场景：蘑菇小屋游戏室（参考图片5），上午。秃秃站在房间中央，手里拿着一根细草绳。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃甩起草绳试跳绳，第一下成功跳过去了！帽子弹了一下。它高兴地又甩一圈（好奇，专注→成功后高兴）。音效：草绳甩动呼声，脚跳哒声。
3-7s（中景｜固定）：跳了三四下越来越快，突然草绳绊到脚——秃秃往前扑倒，整个身体趴在地上帽子盖住脸（笑着，快乐→绊倒后懵）。音效：绳绊声，趴倒噗声。
7-10s（中景｜固定）：秃秃趴着不动了两秒，慢慢用手撑起来。把草绳从脚上解开，站起来拍拍身上（缓过来后倔强）。音效：解绳沙声，拍身体声。
10-13s（中景｜固定）：秃秃重新握好草绳，深吸一口气——这次成功跳了两下又绊倒了。趴在地上望向镜头歪头（不服气但觉得好笑）。音效：跳绳声，再次趴倒噗声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
家中-萤火苔藓拼星座.mp4,萤火苔藓拼星座,秃秃自己家,夜晚,不限,认真→满足,,星座 拼图 夜晚 苔藓,秃秃用萤火苔藓在地上拼星座图案,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。图片2-5：秃秃蘑菇小屋的场景参考图（卧室、客厅+卧室、玄关、游戏室），场景风格、家具、配色请参考这些图片。

场景：蘑菇小屋卧室地板（参考图片2），夜晚。房间很暗只有微弱月光。秃秃面前散落着几小块发光的萤火苔藓碎片，发出淡绿色柔光。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃蹲在地板上，小心翼翼捡起一块萤火苔藓放到固定位置。又捡一块放旁边，像在摆什么图案（好奇，专注安静）。音效：苔藓放地面轻声，微弱嗡光声。
3-7s（中景｜俯拍缓推）：镜头稍微升高俯看——苔藓被摆成了一个歪歪扭扭的星座图案。秃秃站起来退后审视，歪头看了看，蹲下去调整了一块的位置（认真审视→微调）。音效：脚步极轻声，苔藓挪动声。
7-10s（中景｜固定）：秃秃躺在星座图案旁边，仰面看天花板。萤火苔藓的绿光映在它脸上一闪一闪。它伸出小短小短手了指天花板又指了指地上的图案（沉浸想象）。音效：安静，苔藓微弱明灭声。
10-13s（中景｜固定）：秃秃侧过头望向镜头，拍了拍身边的地板像在邀请一起躺下看。眨了眨眼，又转回去看自己的苔藓星空（温柔邀请）。音效：拍地板轻声，安静。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
家中-蘑菇灯下剪纸.mp4,蘑菇灯下剪纸,秃秃自己家,夜晚,不限,认真→好奇,,剪纸 手工 夜晚,秃秃用石子划叶子剪出蘑菇形，灯光投影到墙上,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。图片3-6：秃秃蘑菇小屋的场景参考图（卧室、客厅+卧室、玄关、游戏室），场景风格、家具、配色请参考这些图片。

场景：蘑菇小屋客厅矮桌上（参考图片4），蘑菇灯暖光。秃秃面前有一片大叶子和一颗尖石子当剪刀。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃用尖石子沿着叶子边缘划——很认真地划出一个形状。它歪头看了看——在划一个蘑菇形状（用石子划叶子→认真的专注）。音效：石子划叶子沙声。

3-7s（中景｜固定）：划好了——秃秃把叶子多余的部分撕掉。举起来看——一个蘑菇形状的叶子剪纸！虽然边缘不整齐但能看出是蘑菇（撕边→举起看→歪歪的蘑菇形的满意）。音效：撕叶子声，举起声。

7-10s（中景｜固定）：秃秃把蘑菇剪纸放在蘑菇灯旁边——灯光透过叶子在墙上投出一个绿色的蘑菇影子。秃秃看着墙上的影子——影子比它大好多倍（放灯旁→投影→看大影子的惊喜）。音效：放下声。

10-13s（中景｜固定）：秃秃站到影子旁边——影子蘑菇和真秃秃并排。它对着影子挥了挥手——影子当然不动。它歪头看向镜头——觉得好玩。画面定格（笑着（没有牙），和自己的影子并排的可爱）。音效：挥手声，安静。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
家中-露水滴到帽子上.mp4,露水滴到帽子上,秃秃自己家,不限,不限,迷糊→接受,,早晨 露水 起床,秃秃被露水滴到帽子上，甩了甩接受了,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。图片2-5：秃秃蘑菇小屋的场景参考图（卧室、客厅+卧室、玄关、游戏室），场景风格、家具、配色请参考这些图片。

场景：蘑菇小屋玄关门口（参考图片4），清晨。门半开，秃秃站在门槛上往外探头。门框上方挂着一片大叶子，叶尖聚着一颗大露珠。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃探头出门，仰头看天。门框叶子上的露珠晃了晃，滴落正中帽顶——splat，水花溅开（好奇→被滴到愣住）。音效：露珠滴落啪叽声，水花溅声。
3-7s（中景｜固定）：秃秃摸帽顶，手碰到湿的，甩了甩手。又一滴落下来轻轻落在帽子边缘，水顺着帽檐流到眼前（嫌弃甩手→第二滴砸到时皱鼻）。音效：水滴嗒声，甩手啪声。
7-10s（中景｜固定）：秃秃后退一步躲到门框里，探头偷看叶子——第三滴正在聚集。它伸出小短手去接，接住了一颗在手心晃动的水珠（小心翼翼）。音效：水珠落手心咕声。
10-13s（中景｜固定）：秃秃双手捧着水珠举高看——晨光穿过水珠在它脸上投出一小片彩虹。它眼睛亮了，满足地开心望向镜头歪头展示（笑着，惊喜骄傲）。音效：安静，微风声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-做饭失败了.mp4,做饭失败了,人类世界,不限,不限,认真→尴尬,做饭/厨房/点外卖吧/饿了,做饭 厨房 外卖 不会做饭 饿了,秃秃用瓶盖当锅搅飞了食材，递给你一颗碎屑凑合吃,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，一个瓶盖当锅，旁边有几颗小碎屑当食材。秃秃站在旁边。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃认真地往瓶盖锅里放小碎屑——一颗一颗放很仔细。它歪头看了看镜头——很得意正在给你做饭的表情（好奇认真放食材→看镜头满足）。音效：放碎屑叮声。

3-7s（中景｜固定）：秃秃用一根牙签当铲子搅了搅——搅着搅着用力过猛，碎屑全飞出来了！瓶盖也翻了。它愣住（搅拌→用力过猛全飞了→愣住）。音效：搅拌声，飞出去哗声，瓶盖翻声。

7-10s（中景｜固定）：秃秃看着一片狼藉——碎屑撒了一桌面。它好奇蹲下来试着把碎屑一颗颗捡回瓶盖——捡了两颗其他的又被风吹走了（蹲下捡→又被吹走的无奈）。音效：捡碎屑声，风吹声。

10-13s（中景｜固定）：秃秃放弃了——拿起一颗捡到的碎屑直接递向镜头。就这一颗——生的。表情是""凑合吃吧""。画面定格（笑着（没有牙），失败但真诚递给你的好笑）。音效：递过去声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-发现你哭了想逗你笑.mp4,发现你哭了想逗你笑,人类世界,不限,不限,担心→卖力,心情不好/不开心/哭了/难过,心情不好 不开心 哭了 难过 安慰我,秃秃做鬼脸转圈故意倒地，拍胸口说有我在,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在镜头前方。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃看着镜头——发现你不开心了。它的表情从开心变成担心，歪头看了看，小短手搓了搓——在想办法（开心→发现你不开心→担心搓手想办法）。音效：安静，搓手声。

3-7s（中景｜固定）：秃秃突然开始做鬼脸——用小短手把帽子拉下来遮住脸，然后突然松开帽子弹回去露出夸张的表情（没有牙）。又把帽子拉下来——松开——反复三次越来越快（做鬼脸逗你笑→越来越卖力）。音效：帽子拉下沙声，弹回duang声，反复。

7-10s（中景｜固定）：鬼脸没用——秃秃想了想，开始原地转圈转得头晕。转完站不稳歪来歪去——故意倒在地上duang弹了一下四脚朝天。从地上仰头看镜头——你笑了吗？（转圈→故意倒地的卖力→仰头看你的期待）。音效：转圈声，倒地duang声，嘟嘟？期待。

10-13s（中景｜固定）：秃秃从地上爬起来走到镜头最近处——伸出两只小短手轻轻碰了碰镜头。然后退后一步，拍了拍自己的胸口——拍得身体duang弹了两下。意思是""有我在""。画面定格（笑着（没有牙），拍胸口的温暖坚定）。音效：碰镜头极轻声，拍胸口duang声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-周末躺着晒太阳.mp4,周末躺着晒太阳,人类世界,不限,不限,惬意→放松,周末/放假了/休息/不上班,周末 放假 休息 不上班 好闲,秃秃躺窗台晒太阳，只挪屁股追阳光，拍旁边叫你一起,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：窗台上，阳光照着一小片区域。秃秃躺在阳光里。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃仰面躺在窗台的阳光区域里——四肢摊开像一个晒干的小蘑菇。阳光照着它绒毛发光。一动不动很享受（躺平晒太阳的极度放松）。音效：安静，远处鸟叫。

3-7s（中景｜固定）：秃秃翻了个身趴着晒——帽子朝上接受阳光的洗礼。它用小短手撑着下巴看窗外——什么都不想什么都不做。偶尔眨一下眼（趴着晒→撑下巴发呆的惬意）。音效：翻身声，安静。

7-10s（中景｜固定）：阳光的位置慢慢移了——秃秃身体一半在阳光里一半在阴影里。它懒得挪整个身体只挪了挪屁股——让自己重新回到阳光区域（阳光移了→只挪屁股的懒）。音效：挪动极轻声。

10-13s（中景｜固定）：秃秃继续躺着。侧头看了一眼镜头——邀请你一起来晒。拍了拍旁边的窗台——还有位置。画面定格（笑着（没有牙），邀请你一起的温暖）。音效：拍窗台声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-帮你拎东西.mp4,帮你拎东西,人类世界,不限,不限,倔强→骄傲,好重/购物回来/拎不动/帮我拿,好重 拎不动 帮我拿 购物 东西太多,秃秃用背顶着大纽扣一步步推到你面前，累但骄傲,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，一颗大纽扣比秃秃头还大。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃试着抱起大纽扣——太重了抱不动。它蹲下来用背顶——顶了几步走了一点点。帽子被压歪了（抱不动→换背顶→慢慢推的费力）。音效：抱起声，放下声，背顶声。

3-7s（中景｜固定）：秃秃推着纽扣往镜头方向走——走几步歇一下喘口气。又走几步又歇。但一直没放弃（走几步歇一下→又走的坚持）。音效：推声，喘气声，走声。

7-10s（中景｜固定）：终于推到镜头前了——秃秃绕到纽扣前面用小短手拍了拍纽扣——好像在说""给你搬到了""。然后它一屁股坐在纽扣上喘气（搬到了→拍纽扣→满足坐上面喘气的成就感）。音效：拍纽扣声，坐上去声，喘气声。

10-13s（中景｜固定）：秃秃坐在纽扣上看着镜头——虽然累得气喘吁吁但表情很骄傲。对着镜头竖了个大拇指。画面定格（笑着（没有牙），帮到你的骄傲）。音效：嘟嘟！得意。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-帮你暖手.mp4,帮你暖手,人类世界,不限,不限,认真→满足,好冷/手好冰/冻死了/取暖,好冷 冷死了 手冰 取暖 暖手,秃秃碰到你冰凉的手指，用全身贴上去暖手，最后趴在手指上睡着,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在一只人类手指旁边——手指比它整个身体还粗。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃走到人的手旁边——手太大了它只能走到一根手指旁边。它碰了碰手指——凉的。它缩了一下手又碰了碰，抬头看镜头担心的表情（碰到凉的手→担心看镜头）。音效：碰手声，缩手声。

3-7s（中景｜固定）：秃秃抱住手指——用自己毛绒绒的身体贴上去。它的圆润身体刚好包住手指尖的一半。它使劲贴紧，像在给手指穿了个小蘑菇手套（认真抱住→使劲贴紧暖手的努力）。音效：抱住声，贴紧绒毛声。

7-10s（中景｜固定）：秃秃松开——用小短手搓了搓自己的手——搓热了再贴到手指上。搓了贴，搓了贴，反复好几次。很认真但手太小搓不出多少热（认真搓手→贴上去的专注→搓不够热的焦急又继续搓）。音效：搓手声，贴声，反复。

10-13s（中景｜固定）：秃秃搓累了——直接整个人趴到手指上，用全身给手指保暖。帽子贴着手指，圆润身体完全压上去。它闭上眼——自己也暖暖的要睡着了。画面定格（笑着（没有牙），趴在手指上安心入睡的温暖）。音效：趴上去噗声，嘟～满足极轻，安静。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-思念远方的你.mp4,思念远方的你,人类世界,不限,不限,想念,想家/好远/异地/好久不见,想家 好远 异地 好久不见 思念,秃秃抱着照片脸贴上去，靠着照片安静坐着,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，一张小照片立在旁边（照片面对镜头看不到内容）。秃秃坐在照片前面。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃坐在照片前面抬头看——照片比它高两倍。它用小短手碰了碰照片边框（安静看照片→碰照片的想念）。音效：碰照片极轻声。

3-7s（中景｜固定）：秃秃把照片往自己这边拉了拉——抱住照片的边角。脸贴在照片的下边缘上（拉近照片→抱住→脸贴上去的依恋）。音效：拉照片声，贴上去的轻声。

7-10s（中景｜固定）：秃秃松开照片——在照片前面坐好。它从旁边拿了一颗小石子放在照片底部——好奇帮照片站得更稳的认真。很认真很仔细（松开→放石子固定照片的认真温柔）。音效：放石子叮声。

10-13s（中景｜固定）：秃秃在照片旁边坐下来靠着——跟照片里的人并排。它看了一眼镜头——轻轻拍了拍照片旁边的位置。画面定格在它小小靠着照片的侧影（安静靠着→拍旁边的温暖想念）。音效：拍声极轻，嘟……想你。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-想你了坐在窗台等.mp4,想你了坐在窗台等,人类世界,不限,不限,想念,想你/想家/好想你,想你 想家 好想你 想念,秃秃在窗玻璃雾气上画了颗心，靠着窗安静想你,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：窗台上，窗外虚化。秃秃坐在窗台边缘。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃坐在窗台边缘，小短腿悬空。它看着窗外远处——下巴搁在窗框上。很安静很想念的样子（安静看远处→想念）。音效：安静，远处环境声极轻。

3-7s（中景｜固定）：秃秃用小短手在窗玻璃的雾气上画了一颗心——歪歪的但认真。画完看了看又在心旁边画了个小蘑菇（画心→画小蘑菇在心旁边）。音效：手在玻璃上画的吱声。

7-10s（中景｜固定）：秃秃靠着画了心的窗玻璃——心在它旁边。它闭上眼——不是困是在安静地想你。微风吹过帽子微微动（靠着窗→闭眼想你→微风吹过）。音效：微风声。

10-13s（中景｜固定）：秃秃睁开眼看向镜头——嘴角微微上扬。轻轻拍了拍胸口——""想你了但我在这呢""。画面定格在它小小坐在窗台的侧影和窗上的爱心（拍胸口→温暖的想念）。音效：拍胸口极轻声，嘟……想念极轻。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-想让你别看手机了.mp4,想让你别看手机了,人类世界,不限,不限,委屈→得意,放下手机/别玩手机了/看我,放下手机 别玩手机 看我 不理我,秃秃站到屏幕上挡住，锁屏后求抱抱,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上手机平放着屏幕亮着，秃秃站在手机旁边。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃站在手机旁边看着镜头方向——你在看手机没理它。它在旁边等了两秒，轻轻拍了拍你的手指——没反应（等着你→拍手指想引起注意→没反应的失落）。音效：安静等，拍手极轻声。

3-7s（中景｜固定）：秃秃走到手机屏幕上面——站在屏幕中央挡住画面。它叉腰看着镜头方向——就挡着不走。你的视线应该在它身上不在手机上（走到屏幕上挡住→叉腰不走的倔强小得意）。音效：走到屏幕上小脚步声。

7-10s（中景｜固定）：秃秃在手机屏幕上坐下来——把屏幕当椅子了。它拍了拍身旁的屏幕把手机锁屏了——屏幕暗了。然后它得意地看着镜头——手机关了你只能看我了（坐下来→拍屏幕锁屏的机灵→得意）。音效：坐下声，拍屏幕声，锁屏声。

10-13s（中景｜固定）：秃秃在黑了的手机屏幕上张开小短手——向你张手要抱抱。歪头等着。画面定格（笑着（没有牙），求抱抱的撒娇期待）。音效：嘟……撒娇极轻。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-想让你早点睡.mp4,想让你早点睡,人类世界,夜晚,不限,倔强→得意,太晚了/还不睡/熬夜/早点睡吧,太晚了 还不睡 熬夜 早点睡 该睡了,秃秃反复关灯被你开，最后趴在开关上压住不让开,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，台灯亮着。秃秃站在台灯开关旁边。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃看了看镜头——又看了看台灯——太晚了你还不睡。它走到开关旁边使劲推——咔嗒，灯灭了（看你→看灯→推开关关灯）。音效：小脚步声，推开关咔嗒声，灯灭声。

3-7s（中景｜固定）：黑暗中秃秃走回来——只能看到帽子的轮廓。它拍了拍镜头旁边的桌面——意思是""该睡了""。但你没理它——灯又被打开了（紧张关灯→拍桌面催你→灯又被开了的失落）。音效：走路声，拍桌声，灯开声。

7-10s（中景｜固定）：秃秃又跑去关灯——咔嗒。又被开了的失落。秃秃再关——又被开。来回三次秃秃越来越急（反复关灯被开→越来越急的较劲）。音效：咔嗒咔嗒来回声。

10-13s（中景｜固定）：秃秃放弃了——直接趴在开关上把它压住不让开。整个人挂在开关上——灯终于一直是灭的。它从开关上歪头看镜头——你服了吗。画面定格（笑着（没有牙），趴在开关上的倔强）。音效：趴上去噗声，嘟！倔强一声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-给你一个大大的拥抱.mp4,给你一个大大的拥抱,人类世界,不限,不限,开心,抱抱/需要拥抱/抱一下/好想被抱,抱抱 需要拥抱 抱一下 好想被抱 拥抱,秃秃张开手朝你扑过来，整个贴在镜头上,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃面对镜头。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃站在镜头前——两只小短手在身前比划试着合成心形。手太短了合不上——歪歪扭扭的（好奇努力比心→紧张手太短合不上）。音效：小手碰声。

3-7s（中景｜固定）：秃秃换方式——一只手比半个心等另一只凑过来。duang碰上了——一个歪心形举到镜头前面。它得意地举着（换方式→歪心完成→举起来得意）。音效：手碰duang声。

7-10s（中景｜固定）：手抖撑不住——心形散了。秃秃不管了直接开心张开手朝镜头扑过来——整个人贴到镜头上（心散了→直接扑过来→贴着镜头）。音效：扑过来噗声。

10-13s（中景｜固定）：秃秃贴着镜头——只看到它圆圆的大脸和亮亮的眼睛。画面定格（笑着（没有牙），比心不如直接抱你）。音效：嘟～爱你。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
