文件名,事件名称,场景,时间,天气,秃秃情绪,人类情绪,标签,描述,原始Prompt
没牙版_躺平不想动.mp4,躺平不想动,人类世界,不限,不限,彻底放弃→满足,不想动/emo/有点丧/好累/躺平,不想动 emo 丧 好累 躺平 不想上班,秃秃四肢摊开躺着不想动，举手比个心又放下,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃仰面躺着四肢摊开。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃仰面躺在桌面上，四肢完全摊开，帽子歪了也不管。一动不动地看着天花板（躺平放空）。音效：安静。

3-7s（中景｜固定）：它试着抬一下手——抬了一厘米就放弃了啪掉回去。又试着翻个身——翻了一半又翻回来。完全不想动（试着动→放弃→彻底躺平）。音效：手落回桌面啪声，翻身声。

7-10s（中景｜固定）：秃秃侧头看了一眼镜头——表情就是""今天什么都不想干""。它闭上眼叹了口气（没有牙），帽子随着叹气微微动了一下（看镜头→叹气）。音效：叹气声极轻。

10-13s（中景｜固定）：秃秃还是躺着，但嘴角慢慢上扬了——躺着也挺好的。它举起一只小短手对着镜头比了个心，然后手又啪掉回去。画面定格（笑着（没有牙），躺平也开心）。音效：比心声，手落回啪声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/下载_108_108 | 秃秃第一次见到你.mp4,第一次见到你,人类世界,不限,不限,好奇→害羞→开心,你好/初次见面/认识一下,你好 初次见面 认识一下 嗨,秃秃从画面边缘探头看你，慢慢走出来害羞挥手,"图片1是小蘑菇角色形象参考。微缩场景，小蘑菇只有4cm高，构图中近景，角色不要太大不要超过画面三分之一。场景：明亮的桌面上，画面中央空旷。蘑菇角色从画面边缘慢慢走进来。微距浅景深。角色没有手指和牙齿。

0-3s：蘑菇角色从画面右边缘慢慢探出帽子——先露出帽顶——再多一点——露出两只眼睛——看向镜头。它停了两秒——像在观察这个从没见过的存在（用户）。角色没有手指和牙齿。音效：安静，慢慢探出极轻声，看镜头安静一拍，""嘟？""极轻好奇。

3-7s：蘑菇角色慢慢从画面边缘走出来——完整出现了。它站在画面中央，仰头看镜头（看用户）。歪头——左——右——好奇地打量。然后它做了一个很小很慢的挥手动作——小短手慢慢抬起来——慢慢左右挥了一下——像第一次跟人打招呼不确定对方会不会回应。角色没有手指和牙齿。音效：走出来碎步声慢，仰头看歪头""嘟？嘟？""，慢慢挥手""嘟……嘟""试探。

7-10s：蘑菇角色挥了手——等了一秒——好像得到了回应（它觉得得到了）。它的眼睛突然亮了——嘴角翘起来——又挥了一次手这次快了很多。然后它鞠了一个很认真的大躬——弯腰的时候帽子碰到了地面。角色没有手指和牙齿。音效：等一秒安静，眼睛亮""嘟！！""开心，挥手更快""嘟嘟♪！""，鞠躬帽子碰地叮声。

10-13s：蘑菇角色直起来——脸上是最纯的开心表情。它用小短手指了指自己——""嘟！""意思是""我是秃秃""。然后指了指镜头——""嘟嘟！""意思是""你是谁呀""。最后它两只手合在一起——对着镜头微微低头——像在说""认识你很开心""。画面定格在这个小小的致意。音效：指自己""嘟！""，指镜头""嘟嘟！""，双手合""嘟～""极轻极真诚。只要音效，不要背景音乐，不要字幕。注意：小蘑菇没有牙齿、没有舌头、没有眉毛。"
重新生成/下载_153_被阳光晒屁股赖床.mp4,153_被阳光晒屁股赖床,秃秃自己家,早晨,不限,困→满足,起床/不想起/赖床/周一,起床 不想起 赖床 闹钟 再睡会,秃秃被阳光晒醒翻身继续睡，就地趴地板上,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。图片2-5：秃秃蘑菇小屋的场景参考图（卧室、客厅+卧室、玄关、游戏室），场景风格、家具、配色请参考这些图片。

场景：蘑菇小屋卧室（参考图片2），早晨。秃秃趴睡着，叶子被子只盖到腰。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：阳光光斑慢慢移到秃秃屁股上，它扭了扭身体想躲开，帽子压在脸下面（嘴巴闭合，迷糊中微皱眉）。音效：叶子被子沙沙声。

3-7s（中景｜固定）：光斑继续移到背上越来越热。秃秃整个人翻了个身想躲——翻过头掉到床下面，duang弹了一下坐在地板上（嘴巴闭合，被热醒的烦→掉下去的惊）。音效：翻身沙声，掉下duang声。

7-10s（中景｜固定）：坐在地板上发呆三秒，帽子歪到后面。慢慢低头看自己在地上，又抬头看床上的阳光光斑。不想起来（嘴巴闭合微撅，困且不情愿）。音效：安静，远处鸟叫。

10-13s（中景｜固定）：秃秃就地躺回地板上继续睡——地板凉舒服。抱着帽子蜷起来。望向镜头眨了下眼又闭上（嘴巴闭合微微上扬，放弃挣扎的满足）。音效：趴下噗声，呼吸渐均匀。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/下载_F14_给你唱首歌.mp4,给你唱首歌,人类世界,不限,不限,开心→期待,唱歌/听歌/来一首,唱歌 听歌 来一首 唱个歌,秃秃拿石子当话筒唱嘟嘟歌，最后递给你,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上秃秃站在中央，旁边有一颗小石子当话筒。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃捡起小石子举到嘴巴前面当话筒。清了清嗓子——身体挺直很正式的样子。看向镜头点了点头——表演开始（认真准备的严肃）。音效：捡石子声，清嗓极轻声。

3-7s（中景｜固定）：秃秃开始唱——只会发出嘟嘟声。它一边唱一边左右摇摆，很有节奏感。唱到高音的时候踮脚仰头，唱到低音的时候蹲下来。石子话筒举得很认真（笑着，投入唱歌的快乐）。音效：嘟嘟♪嘟嘟嘟♪有旋律有节奏，身体摇摆声。

7-10s（中景｜固定）：唱到激动处——秃秃开始加动作，一只手举话筒一只手指向镜头。然后转了一个圈——帽子差点飞了赶紧按住——继续唱没停（笑着，投入→帽子飞慌了一下→继续唱的敬业）。音效：嘟嘟♪继续，转圈声，按帽子声。

10-13s（中景｜固定）：秃秃唱完最后一个长音拖了很长。它弯腰鞠躬，然后把石子话筒双手递向镜头——该你唱了。画面定格（笑着，邀请互动的期待）。音效：嘟～～长音，鞠躬声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/人类世界-举小旗给你加油.mp4,举小旗给你加油,人类世界,不限,不限,认真→坚定,考试加油/面试加油/加油/你可以的,加油 考试 面试 你可以的 紧张,秃秃举旗使劲挥，手抖也不放，拍胸口鼓励你,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃举着一根牙签上面插着一小片纸当旗子。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃双手举着比它高的小旗子，使劲挥——旗子太大带着它摇晃。它稳住身体继续挥（好奇认真挥旗→被旗子带着晃但不放手）。音效：挥旗呼呼声，身体晃声。

3-7s（中景｜固定）：秃秃一边挥旗一边原地踏步——像啦啦队。它看着镜头使劲挥，越挥越快，帽子都歪了（笑着（没有牙），拼命给你加油）。音效：踏步哒哒声，挥旗声加快。

7-10s（中景｜固定）：旗子太重了——秃秃的手开始抖。但它咬着嘴不放（没有牙），使劲撑着继续挥。表情很倔强不肯放下（手抖但不放→紧张倔强撑着）。音效：手抖声，撑着声。

10-13s（中景｜固定）：秃秃终于把旗子插在旁边立住了。它走到镜头前面，用小短手使劲拍了拍自己的胸口——duang弹了两下。意思是""你可以的我相信你""。画面定格（笑着（没有牙），拍胸口的坚定鼓励）。音效：拍胸口duang声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/人类世界-你加班它在旁边打盹等你.mp4,你加班它在旁边打盹等你,人类世界,夜晚,不限,困但坚持,加班/好累/还在工作/辛苦了,加班 好累 还在工作 辛苦了 陪我加班,秃秃靠着键盘边打瞌睡，手搭着不肯走，陪你到最后,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：书桌上，键盘旁边。秃秃靠着键盘边缘坐着。台灯暖光。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃靠着键盘边缘坐着，抬头看着镜头方向——你在打字工作。它安安静静坐着陪着，偶尔脑袋跟着你打字的节奏左右轻轻转（安静陪伴→脑袋跟着打字节奏转的可爱）。音效：键盘打字声持续，安静。

3-7s（中景｜固定）：秃秃等着等着——打了个小哈欠（没有牙）。它使劲睁眼想保持清醒——眼皮越来越重。头往前一点一点栽——猛抬头——又栽（打哈欠→使劲睁眼→打瞌睡反复的困→不想睡想陪你）。音效：哈欠声，打字声持续。

7-10s（中景｜固定）：秃秃终于撑不住了——头靠在键盘侧面，身体慢慢滑下去。它蜷在键盘旁边闭上了眼——但一只小短手还搭在键盘边缘上，像在说""我没睡我还在陪你""（靠着键盘滑下去→闭眼但手还搭着的坚持陪伴）。音效：靠下去声，安静，呼吸渐均匀。

10-13s（中景｜固定）：打字声停了——秃秃的小短手感觉到键盘不动了，它迷迷糊糊半睁眼看了一下镜头——你忙完了？嘴角微微上扬又闭上了。画面定格在它蜷在键盘旁安睡的温暖画面（迷糊半睁眼→确认你还在→安心闭眼）。音效：打字声停，极轻的嘟～。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/人类世界-替你开心蹦跳.mp4,替你开心蹦跳,人类世界,不限,不限,开心,升职了/发工资了/有好事/太棒了,升职了 发工资了 有好事 太棒了 好消息,秃秃替你鼓掌蹦跳庆祝，帽子歪了也不管,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在中央。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃看向镜头——突然双手举过头顶使劲鼓掌（小短手啪啪啪拍但声音很小）。整个身体跟着拍手duang duang弹（笑着（没有牙），替你开心使劲鼓掌）。音效：小手鼓掌啪啪声，duang弹声。

3-7s（中景｜固定）：秃秃开始原地蹦跳——越蹦越高，帽子跟着颤。它一边蹦一边朝镜头竖大拇指（笑着（没有牙），蹦跳替你庆祝）。音效：蹦跳duang声，嘟嘟♪开心哼唱。

7-10s（中景｜固定）：蹦得太猛——最后一跳帽子飞了。秃秃光着头愣了一秒，赶紧捡帽子戴回去——歪了也不管继续蹦（帽子飞了→捡回来→继续蹦的敬业）。音效：帽子飞声，捡声，继续蹦声。

10-13s（中景｜固定）：秃秃停下来喘气，对着镜头张开小短手——意思是""来抱一个庆祝""。画面定格（笑着（没有牙），张手要抱的期待）。音效：喘气声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/人类世界-躺平不想动.mp4,躺平不想动,人类世界,不限,不限,彻底放弃→满足,不想动/emo/有点丧/好累/躺平,不想动 emo 丧 好累 躺平 不想上班,秃秃四肢摊开躺着不想动，举手比个心又放下,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃仰面躺着四肢摊开。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃仰面躺在桌面上，四肢完全摊开，帽子歪了也不管。一动不动地看着天花板（躺平放空）。音效：安静。

3-7s（中景｜固定）：它试着抬一下手——抬了一厘米就放弃了啪掉回去。又试着翻个身——翻了一半又翻回来。完全不想动（试着动→放弃→彻底躺平）。音效：手落回桌面啪声，翻身声。

7-10s（中景｜固定）：秃秃侧头看了一眼镜头——表情就是""今天什么都不想干""。它闭上眼叹了口气（没有牙），帽子随着叹气微微动了一下（看镜头→叹气）。音效：叹气声极轻。

10-13s（中景｜固定）：秃秃还是躺着，但嘴角慢慢上扬了——躺着也挺好的。它举起一只小短手对着镜头比了个心，然后手又啪掉回去。画面定格（笑着（没有牙），躺平也开心）。音效：比心声，手落回啪声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/没牙v2_举小旗给你加油.mp4,举小旗给你加油,人类世界,不限,不限,认真→坚定,考试加油/面试加油/加油/你可以的,加油 考试 面试 你可以的 紧张,秃秃举旗使劲挥，手抖也不放，拍胸口鼓励你,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃举着一根牙签上面插着一小片纸当旗子。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃双手举着比它高的小旗子，使劲挥——旗子太大带着它摇晃。它稳住身体继续挥（好奇认真挥旗→被旗子带着晃但不放手）。音效：挥旗呼呼声，身体晃声。

3-7s（中景｜固定）：秃秃一边挥旗一边原地踏步——像啦啦队。它看着镜头使劲挥，越挥越快，帽子都歪了（笑着（没有牙），拼命给你加油）。音效：踏步哒哒声，挥旗声加快。

7-10s（中景｜固定）：旗子太重了——秃秃的手开始抖。但它咬着嘴不放（没有牙），使劲撑着继续挥。表情很倔强不肯放下（手抖但不放→紧张倔强撑着）。音效：手抖声，撑着声。

10-13s（中景｜固定）：秃秃终于把旗子插在旁边立住了。它走到镜头前面，用小短手使劲拍了拍自己的胸口——duang弹了两下。意思是""你可以的我相信你""。画面定格（笑着（没有牙），拍胸口的坚定鼓励）。音效：拍胸口duang声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/没牙版_举小旗给你加油.mp4,举小旗给你加油,人类世界,不限,不限,认真→坚定,考试加油/面试加油/加油/你可以的,加油 考试 面试 你可以的 紧张,秃秃举旗使劲挥，手抖也不放，拍胸口鼓励你,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃举着一根牙签上面插着一小片纸当旗子。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃双手举着比它高的小旗子，使劲挥——旗子太大带着它摇晃。它稳住身体继续挥（好奇认真挥旗→被旗子带着晃但不放手）。音效：挥旗呼呼声，身体晃声。

3-7s（中景｜固定）：秃秃一边挥旗一边原地踏步——像啦啦队。它看着镜头使劲挥，越挥越快，帽子都歪了（笑着（没有牙），拼命给你加油）。音效：踏步哒哒声，挥旗声加快。

7-10s（中景｜固定）：旗子太重了——秃秃的手开始抖。但它咬着嘴不放（没有牙），使劲撑着继续挥。表情很倔强不肯放下（手抖但不放→紧张倔强撑着）。音效：手抖声，撑着声。

10-13s（中景｜固定）：秃秃终于把旗子插在旁边立住了。它走到镜头前面，用小短手使劲拍了拍自己的胸口——duang弹了两下。意思是""你可以的我相信你""。画面定格（笑着（没有牙），拍胸口的坚定鼓励）。音效：拍胸口duang声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/没牙版_你加班它在旁边打盹等你.mp4,你加班它在旁边打盹等你,人类世界,夜晚,不限,困但坚持,加班/好累/还在工作/辛苦了,加班 好累 还在工作 辛苦了 陪我加班,秃秃靠着键盘边打瞌睡，手搭着不肯走，陪你到最后,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：书桌上，键盘旁边。秃秃靠着键盘边缘坐着。台灯暖光。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃靠着键盘边缘坐着，抬头看着镜头方向——你在打字工作。它安安静静坐着陪着，偶尔脑袋跟着你打字的节奏左右轻轻转（安静陪伴→脑袋跟着打字节奏转的可爱）。音效：键盘打字声持续，安静。

3-7s（中景｜固定）：秃秃等着等着——打了个小哈欠（没有牙）。它使劲睁眼想保持清醒——眼皮越来越重。头往前一点一点栽——猛抬头——又栽（打哈欠→使劲睁眼→打瞌睡反复的困→不想睡想陪你）。音效：哈欠声，打字声持续。

7-10s（中景｜固定）：秃秃终于撑不住了——头靠在键盘侧面，身体慢慢滑下去。它蜷在键盘旁边闭上了眼——但一只小短手还搭在键盘边缘上，像在说""我没睡我还在陪你""（靠着键盘滑下去→闭眼但手还搭着的坚持陪伴）。音效：靠下去声，安静，呼吸渐均匀。

10-13s（中景｜固定）：打字声停了——秃秃的小短手感觉到键盘不动了，它迷迷糊糊半睁眼看了一下镜头——你忙完了？嘴角微微上扬又闭上了。画面定格在它蜷在键盘旁安睡的温暖画面（迷糊半睁眼→确认你还在→安心闭眼）。音效：打字声停，极轻的嘟～。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/没牙版_发现你哭了想逗你笑.mp4,发现你哭了想逗你笑,人类世界,不限,不限,担心→卖力,心情不好/不开心/哭了/难过,心情不好 不开心 哭了 难过 安慰我,秃秃做鬼脸转圈故意倒地，拍胸口说有我在,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在镜头前方。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃看着镜头——发现你不开心了。它的表情从开心变成担心，歪头看了看，小短手搓了搓——在想办法（开心→发现你不开心→担心搓手想办法）。音效：安静，搓手声。

3-7s（中景｜固定）：秃秃突然开始做鬼脸——用小短手把帽子拉下来遮住脸，然后突然松开帽子弹回去露出夸张的表情（没有牙）。又把帽子拉下来——松开——反复三次越来越快（做鬼脸逗你笑→越来越卖力）。音效：帽子拉下沙声，弹回duang声，反复。

7-10s（中景｜固定）：鬼脸没用——秃秃想了想，开始原地转圈转得头晕。转完站不稳歪来歪去——故意倒在地上duang弹了一下四脚朝天。从地上仰头看镜头——你笑了吗？（转圈→故意倒地的卖力→仰头看你的期待）。音效：转圈声，倒地duang声，嘟嘟？期待。

10-13s（中景｜固定）：秃秃从地上爬起来走到镜头最近处——伸出两只小短手轻轻碰了碰镜头。然后退后一步，拍了拍自己的胸口——拍得身体duang弹了两下。意思是""有我在""。画面定格（笑着（没有牙），拍胸口的温暖坚定）。音效：碰镜头极轻声，拍胸口duang声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/没牙版_替你开心蹦跳.mp4,替你开心蹦跳,人类世界,不限,不限,开心,升职了/发工资了/有好事/太棒了,升职了 发工资了 有好事 太棒了 好消息,秃秃替你鼓掌蹦跳庆祝，帽子歪了也不管,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在中央。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃看向镜头——突然双手举过头顶使劲鼓掌（小短手啪啪啪拍但声音很小）。整个身体跟着拍手duang duang弹（笑着（没有牙），替你开心使劲鼓掌）。音效：小手鼓掌啪啪声，duang弹声。

3-7s（中景｜固定）：秃秃开始原地蹦跳——越蹦越高，帽子跟着颤。它一边蹦一边朝镜头竖大拇指（笑着（没有牙），蹦跳替你庆祝）。音效：蹦跳duang声，嘟嘟♪开心哼唱。

7-10s（中景｜固定）：蹦得太猛——最后一跳帽子飞了。秃秃光着头愣了一秒，赶紧捡帽子戴回去——歪了也不管继续蹦（帽子飞了→捡回来→继续蹦的敬业）。音效：帽子飞声，捡声，继续蹦声。

10-13s（中景｜固定）：秃秃停下来喘气，对着镜头张开小短手——意思是""来抱一个庆祝""。画面定格（笑着（没有牙），张手要抱的期待）。音效：喘气声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
重新生成/没牙版_被阳光晒屁股赖床.mp4,被阳光晒屁股赖床,秃秃自己家,早晨,不限,困→满足,起床/不想起/赖床/周一,起床 不想起 赖床 闹钟 再睡会,秃秃被阳光晒醒翻身继续睡，就地趴地板上,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。图片2-5：秃秃蘑菇小屋的场景参考图（卧室、客厅+卧室、玄关、游戏室），场景风格、家具、配色请参考这些图片。

场景：蘑菇小屋卧室（参考图片2），早晨。秃秃趴睡着，叶子被子只盖到腰。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：阳光光斑慢慢移到秃秃屁股上，它扭了扭身体想躲开，帽子压在脸下面（嘴巴闭合，迷糊中微皱眉）。音效：叶子被子沙沙声。

3-7s（中景｜固定）：光斑继续移到背上越来越热。秃秃整个人翻了个身想躲——翻过头掉到床下面，duang弹了一下坐在地板上（嘴巴闭合，被热醒的烦→掉下去的惊）。音效：翻身沙声，掉下duang声。

7-10s（中景｜固定）：坐在地板上发呆三秒，帽子歪到后面。慢慢低头看自己在地上，又抬头看床上的阳光光斑。不想起来（嘴巴闭合微撅，困且不情愿）。音效：安静，远处鸟叫。

10-13s（中景｜固定）：秃秃就地躺回地板上继续睡——地板凉舒服。抱着帽子蜷起来。望向镜头眨了下眼又闭上（嘴巴闭合微微上扬，放弃挣扎的满足）。音效：趴下噗声，呼吸渐均匀。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
0417_人类世界_偷喝你的奶茶_表情版.mp4,偷喝你的奶茶,人类世界,,,,,,,
0417_人类世界_发现蒲公英坐上去飘走了.mp4,发现蒲公英坐上去飘走了,人类世界,,,,,,,
0417_人类世界_在书上睡着流口水被自己吓到.mp4,在书上睡着流口水被自己吓到,人类世界,,,,,,,
0417_人类世界_在你手心里睡着了.mp4,在你手心里睡着了,人类世界,,,,,,,
0417_人类世界_在你手心里睡着了_表情版.mp4,在你手心里睡着了,人类世界,,,,,,,
0417_人类世界_在毛线球里打滚出不来.mp4,在毛线球里打滚出不来,人类世界,,,,,,,
0417_人类世界_在钢琴键上踩出一首歌.mp4,在钢琴键上踩出一首歌,人类世界,,,,,,,
0417_人类世界_站在花丛矮墙上第一次和你打招呼.mp4,站在花丛矮墙上第一次和你打招呼,人类世界,,,,,,,
